# Tetrahedron method
       -1.4027347607        0.0000000000
       -1.1677053625        0.0000000000
       -0.9326759644        0.0000000000
       -0.6976465662        0.0000000000
       -0.4626171681        0.0000000000
       -0.2275877700        0.0000000000
        0.0074416282        0.0000000000
        0.2424710263        0.0000000000
        0.4775004245        0.0000000000
        0.7125298226        0.0000000000
        0.9475592208        0.0000000000
        1.1825886189        0.0000000000
        1.4176180170        0.0000000000
        1.6526474152        0.0000000000
        1.8876768133        0.0000000000
        2.1227062115        0.0000000000
        2.3577356096        0.0000000000
        2.5927650078        0.0001429868
        2.8277944059        0.0005790260
        3.0628238040        0.0010256834
        3.2978532022        0.0014829591
        3.5328826003        0.0019508531
        3.7679119985        0.0024293653
        4.0029413966        0.0029184958
        4.2379707948        0.0034182445
        4.4730001929        0.0039286115
        4.7080295910        0.0045462783
        4.9430589892        0.0051797992
        5.1780883873        0.0058624117
        5.4131177855        0.0065850122
        5.6481471836        0.0073154457
        5.8831765817        0.0080463864
        6.1182059799        0.0087901697
        6.3532353780        0.0095746386
        6.5882647762        0.0104008511
        6.8232941743        0.0112688071
        7.0583235725        0.0121812410
        7.2933529706        0.0131495217
        7.5283823687        0.0141641647
        7.7634117669        0.0151768517
        7.9984411650        0.0161817213
        8.2334705632        0.0171866649
        8.4684999613        0.0183998841
        8.7035293595        0.0196702221
        8.9385587576        0.0209373658
        9.1735881557        0.0222013153
        9.4086175539        0.0234672241
        9.6436469520        0.0247126503
        9.8786763502        0.0260942222
       10.1137057483        0.0275548132
       10.3487351465        0.0290944197
       10.5837645446        0.0306854726
       10.8187939427        0.0323016733
       11.0538233409        0.0339451725
       11.2888527390        0.0356282096
       11.5238821372        0.0373443183
       11.7589115353        0.0392489753
       11.9939409334        0.0413844553
       12.2289703316        0.0434528929
       12.4639997297        0.0455950419
       12.6990291279        0.0477810496
       12.9340585260        0.0499995955
       13.1690879242        0.0522946144
       13.4041173223        0.0547433282
       13.6391467204        0.0573607725
       13.8741761186        0.0601380132
       14.1092055167        0.0629279147
       14.3442349149        0.0658758983
       14.5792643130        0.0689805360
       14.8142937112        0.0721774323
       15.0493231093        0.0757723164
       15.2843525074        0.0795306164
       15.5193819056        0.0838276286
       15.7544113037        0.0883006834
       15.9894407019        0.0929083905
       16.2244701000        0.0977855652
       16.4594994982        0.1030472716
       16.6945288963        0.1092531061
       16.9295582944        0.1168188734
       17.1645876926        0.1256946193
       17.3996170907        0.1371531599
       17.6346464889        0.1509517582
       17.8696758870        0.1631128040
       18.1047052851        0.1645102387
       18.3397346833        0.1661475245
       18.5747640814        0.1669679827
